Sighting Date,Reported Date,Place,Shape,Time,Comments,Disaster
20100105,20100105," Colonia, NJ", unknown,15 min,loud aircraft that could be heard for up to 15 minutes at its lowest rummble.I was in bed when I heard the loudest aircraft I have ever heard. This was not a sighting I was wondering if anyone did see anything around this time. I looked out my window a little to late but could hear this craft for a continuing 10 - 15 minutes. I have never in my life heard an ything like this.,
20100105,20100105," UK/Scotland,", diamond,2 minutes,"EXTREMELY BRIGHT ILLUMINATED &amp; DIAMOND SHAPED AND RIGHT ABOVE MY CAR!5th January 2010..appx 7.15 pm I was driving home from a town called DALRY, AYRSHIRE in SCOTLAND towards my home in ARDROSSAN on a country road during and noticed a stationary light in the sky..As I reached the turn off to drive over to Ardrossan the light moved towards me..At that point I stopped my vehicle and what I can only describe as a large DIAMOND shaped craft flew silently over my car.....difficult to guage the size..but I estimate maybe half the size of a soccer pitch...Craft was maybe 100 feet above my car..COMPLETELY silent..NO noise whatsoverand had a large red light at front of base..and a large green light at rear of base ...I was in shock and tried to call my wife as to what I was seeing..My phone signal went when the crafy flew over my car...then the craft veerered to the right and I lost it behind a hill..At that point my cell phone signal came back on..I am STILL in shock as to what I have just seen...This was NO plane or any normal craft ! I have EVER seen in my life....and I just can&apos;t believe it.I assure you this is a genuine reporting..I am just in shock",
20100105,20100105," Consett (Durham Co.) (UK/England),", fireball,2 3min,"i saw a orange ball of light which slowed down nearly stopping when i took a photo of it.I came out of my garden shed i saw my wife looking out of the kitchen window up at the sky i looked up to see what she was looking at there was a orange ball of light i heard a airplane and i saw the airplane lights go past the ufo which looked alot higher. I took a photo with my mobile phone, the flash went off and the ufo slowed down nearly stopping as if it had seen me. By then the airplane had gone and there was no sound, the ufo moved away very very slowly and then disappeared.",
20100105,20100105," Sunderland (UK/England),", changing,15 minutes,"east to west flight path over Hylton Castle, Sunderland, SR5 3TP, Englandfirst object was sighted by myself at 20:15 as I was parking my car on the drive, I called to my wife and children (2 adults and 2 children) they only caught a glimpse as it passed over our house.  I went to lock up my car and spotted a second object on the same flight path, again I called to my wife, this time she grabbed her camera, which is alway&apos;s handy because of the funny things kids do, my wife managed to get some photographs (on approach and departure of the objects) a third object caught our attention on the same flight path, this time I called to my neighbour and daughter next door, they witnessed the red/orange object approach and pass over the house, the flight approach was from the east heading away to the west at aprox. 200 - 300 feet up, sighting was reported to the local press and photographs transfered to my computer. the three objects made no sound.",
20100105,20100105," Twenty Nine Palms, CA", unknown,50 seconds,"Spiraling light falls towards the earth then hovers, makes a 90 degree turn and disappears then reappears 30 mins later not glowing.It was about 0600 and I was standing over my kitchen sink making my child a bottle.  I happened to look out my kitchen window that is over the sink, and something caught my attention.  My window faces east, and I&apos;m about 7 miles to the SW of the Marine Corps Air Ground Combat Center.  What was so intriguing about the sky this morning was that there was a bright light, that appeared to be spiraling towards the ground.  If it was to be moving through the sky, it would have been moving an eastern direction, however because of the angle, it looked like the light was making movement towards the ground.At first glance, I thought it was a plane crash or a shooting start, but then before the light hit the horizon, the light froze in place.  The light didn&apos;t emit any type of trail.  The light was a very bright and was blinking the whole time.  What made me think that the light was spiraling was how fast the light moved from right to left.The light &quot;fell&quot; for about 20-30 seconds before it reached it&apos;s &quot;hover&quot;.The light then hovered in place for close to 10 seconds.  Following the hover, the light moved quickly to my right, in a southern direction towards Joshua Tree National Park.  The light started to get smaller as it moved south towards the park.  Then, all of a sudden, it disappeared.There were no clouds in the sky.  A few aircraft could be seen flying in the vapor belt, leaving normal contrails.About half an hour later, I was standing out in my back yard looking at the sky, trying to figure out what I had seen. I remember counting four visible aircraft (I counted four contrails) when a thin, concave, dark metallic object appeared in the sky slightly higher from where the original light have hovered.  If I was to put my had out in front of my face, with my four fingers extended, the shape was about as wide as my four fingers aligned are wide.  It was VERY large compared to the size of the aircraft in the sky.The shape was larger and more pronounced from what I had seen 30 mins earlier, and wasn&apos;t &quot;glowing&quot; at first.  Then, as suddenly as it appeared, it got incredibly bright, almost like looking at the sun, and took off in an eastern direction VERY quickly.As soon as the object started moving east, the four aircraft in the sky turned east, it what appeared to be a pursuit and that was the last time that I saw the object or light.",
20100106,20100106," Desside (UK/Wales),", fireball,2-3 minutes,"Bright golden spherical object that seemed to be burning with pieces falling from it.My son noticed this (object?) through his bedroom window and screamed for me to come and look.  It looked like a very large star, golden yellow in colour.  Pieces of it appeared to be falling away. It looked like it was something burning in the sky.  It gradually moved out of sight getting smaller until it disappeared.",
20100106,20100106," Anderson, SC", light,Seven Minutes,"Orange light that set down in woods, got brighter, then leftI was at my car in my driveway (which is on a hill that lets you see a good long way over tons of tree tops) and I saw what at first I thought were airplanes. They were two orange lights and the one that was higher up was brighter. The dim one went out of view and again, I thought it was just an airplane, until the brighter orange ball seemed like it was getting closer. I then figured it was a helicopter (even though I have never seen a helicopter with that didnt have flashign lights and was a halogen orange), but I couldn&rsquo;t hear it and it eventually landed on either a road or in woods, and then got brighter. I thought it might be a fire since it flickered, but then it got extremely bright (still orange) and came back up and then grew very dim. Then I realized it hadn&rsquo;t gotten dimmer, it had just moved away from where I was very fast until it disappeared over the horizon.There were also planes flying overhead",
20100106,20100106," Searcy, AR", disk,1 hour,"disc shape hovering above Searcy, ARI was at the local coffeehouse with a friend of mine (we are students at the local university). We met a professor who was leaving the coffeehouse too. We started walking back to campus together. Suddenly our professor shouted out and we tried to see what she was pointing at.Though it was completely dark (it was around 9pm) we could definitely see lights from the town reflecting on something above us. It was perfectly still hovering above us. It looked like a large shallow disc shape...maybe 50 or 60 ft up? there were faint lights on it that were pulsing and an extremely faint humming noise.At first we couldn&apos;t believe what we were seeing since none of us are really UFO people, but after a minute or two it was definitely still there.  We all tried to get a photo of it with our cellphones but it started slowly moving away and it was way too dark.  Just a few seconds later we could barely see it anymore and trees got in the way and it was gone.",
20100106,20100106," Bradford (UK/England),", light,40 minutes,"Bright lights and Blue Lightning North East of Bradford  07:10 I woke up for school, as yesterday was a snowday i hoped for this one to be too.I listened to the radio until told my school was closed today. Iwas still hungry though so i got out of bed. 07:18 Looked out of the bedroom window, facing NE towards Cottingley &amp; Bingley and saw what looked to be a right star which i had never noticed before. I studied it thinking it was a helicopter or satellite. 07:19 From my view it made maneuvers inside a small circle and then went back to being stationary. I flashed some of the lights in my house with the curtains open and waved, wanting it to notice me. 07:20 There became a yellow shimmer around it as if it was looking at me, i waved, the shimmer dissapeared after a few minutes. 07:26 Had Breakfast  07:31 Went back upstairs and checked the window. The light was slowly appeaing on and off and stayed on when i stared at it from the window. 07:36 When i squinted at the light i saw a light comming around it. When it came inline with the first light it becam stationary also. I went away. 07:40 I came back with a pad and paper to draw it so that i could remember it later and now there was three lights in the sky like a triangle. With a Haze around them that was a darker colour of the sky. I stood and drew it. By the time i had finished drawing the first two lights had disappeared. 07:48 The light flashed a blue electric arch around it, i rushed off to tell my sister (only other person home) when i came back it was gone.  I feel that i have missed out some pieces of this as it has been an hour since the sighting, i drew a picture on paint of what i saw. (note it wasnt pitch black but it was dark.)  Here is the link i uploaded to http://i49.tinypic.com/2l9hxfl.jpg  [IMG]http://i49.tinypic.com/2l9hxfl.jpg[/IMG]",
20100107,20100107," Baton Rouge, LA", light,5 minutes,"white lights moving in staggered formationMy uncle, my 2 sons and I where standing in front my grandmothers house when my 17 yr old says &quot;dad, look at that&quot; we all looked up to see two lights moving in a staggered formation above the high school across the street. there were no no blinking lights or engine hum &amp; the lights appeared to be close enough to have heard either. the lead light seemed to suddenly vanish and within about 5 seconds the second light vanished as well.",
20100107,20100107," Spotswood, NJ", cylinder,10 seconds,"Silent Cylinder Hovers over Schoolyard in Central NJThis sighting occured on the first day of fifth grade in September of 1965. The schoolyard was full of kids playing and awaiting entry into the school. I glanced up and saw an object hovering silently with no markings or lights, about 100&apos; up. It wasn&apos;t darkly colored nor was it shiny, but it was clearly a cylinder. It was oriented as if one had taken a can of vegtables and lifted it off the table and into the air. I looked down to tell a friend to look up and when I looked back up it was gone. I would say the object was 12 feet tall and the diameter on the bottom about 4 feet.((NUFORC Note:  Witness indicates that date is approximate.  September 05, 1965, fell on a Sunday, so we suspect that the date is flawed.  A better date might be the first or second day after Labor Day, which would have been September 07, or 08.  Note proximity of date to date of the Incident at Exeter.  PD))((NUFORC Note:  Witness indicates that date is approximate.  PD))",
20100107,20100107," Edgartown, MA", circle,50 sec.,"UFO  Sighting 01/07/12010  My wife and I were sitting in our hot tub when we saw it.  It was almost overhead traveling from west to east in the southern sky, there was absolutely no sound. It looked  bright white with a halo around it like a very large bright star.It was a very clear night with lots of stars.It seemed to be traveling about the speed of a jet at 30,000 feet We saw it for about 50 sec. very brightly then it faded quickly and disappeared We also saw 2 satellites just before the sighting, and a shooting star.",
20100107,20100107," El Cajon, CA", light,Noticed from dusk to dawn,"&quot;Fake stars&quot; over San Diego, CAAt turn of the new year, I stepped outside a moment before it turned midnight and noticed three red lights hovering. I would like to point out these are not the lights I&apos;m referring to as these have been dismissed as a hoax.That being said, the red lights caused me to notice the sky more than I had been and my husband and I noticed at least a couple dozen stars that flicker, rather than twinkle as a star does. These lights can be either a silvery color, or golden, but they all alternately flash red also. The first couple nights, we just gazed in amazement and didn&apos;t notice too many details. But I do know they seemed to move very slowly if you watched them long enough. I don&apos;t mean that my perspective on them changed as Earth rotated; I mean that they steered every so slowly to a different position and then stopped. They also seemed to be clustered in one small area around Orion&apos;s belt mostly, until Orion&apos;s belt moved out of sight. BUT even after Orion moved out of sight these strange fake stars would still be in the same area. They never left the area even after Orion (there are rarely any other stars visible in San Diego at night lately) was way out of sight due to the Earth&apos;s rotation.Nights of 1/3-1/5, I stayed out as often and late as I could given that I have three kids to take care of. I peeked out a couple times per hour, staying up late and watching them til 3 or 4 in the morning. They seemed to light in 1 position and stay there constantly for the most part on these nights, with the occasional one disappearing suddenly or shifting slightly. Colors remain same. I have noticed that there is one set that I call the Non-Rectangle, because if it weren&apos;t for one &quot;star&quot; being up and out a little bit too much, they would form a perfect rectangle. However, they are in a different configuration every night, i.e. the &quot;slightly off star&quot; would be on the bottom and left one night, and on top and right the next. Makes me think it&apos;s a craft that lands in a different spot every night and thinks we won&apos;t notice.1/6 and 1/7, 2010 I have not been able to go outside to watch their behavior, I have just had too many things to do.I got video, in fact about 10 of them with my webcam since I don&apos;t have a regular camera, but strangely, I can&apos;t get them to upload to any of the sites I tried to upload them to. I managed to get 1 pic on my cell phone to show up and I will try to attach it.The oddest thing of all to me, is that no one else is talking about them, everyone is concentrated on the sham red lights of New Year&apos;s Eve that one guy hoaxed. However, my kids and mom see them, and so does my apartment complex manager, so they are truly there.One other strange detail is that on 1/3-1/5, there have been a highly unusual number of small, low-flying normal planes as well as helicopters, making me wonder if they&apos;re &quot;investigating.&quot;  I have not been able to stay awake and outside to witness them make their &quot;disappearance&quot; at dawn so I don&apos;t know what that consists of.They are currently still there, although small in number at this precise moment. I can&apos;t figure out for the life of me why people aren&apos;t interested in them.((NUFORC Note:  Witness indicates that date is approximate.  PD))",
20100107,20100107," Gulf of Mexico (over), TX", other,6-8 minutes,"Five rodlike structures seen at 35,000 feet over Gulf of Mexico.I&apos;ve never filed a report nor witnessed anything quite like this, but here goes.In the early afternoon on Dec. 30, 2009, seven of us were among the passengers on a Continental flight departing Houston for the Yucatan (Mexico).   About 20 minutes after the pilot announced we had reached our cruising altitude of 35,000 feet, I noticed what appeared to be five large rods protruding upward from the clouds off the right wing about 1/4 mile to a 1/2 mile out.  The rods looked like manmade structures, each about 10-20 feet high.  Each rod had the appearance of a cell-phone tower -- metallic weaving.  There were five rods in total, each spaced approximately 80-150 feet apart, forming what looked like a pentagon. No connecting tower or craft was visible.I pointed this out to a younger friend, who at first didn&apos;t notice them.  After a minute or so, he finally located they him.  He said they appeared to be &quot;drifting.&quot;  Again, we were at 35,000 feet, so there&apos;s no way they could have been part of a grounded structure.  They remained visible for about 6-8 minutes before our flight moved away.  They never appeared to move and visibility was very good at our altitude.We checked into weather instrumentation and nothing matches. I&apos;m still not convinced it was a UFO, but certainly strange.",
20100107,20100107," Dallas, TX",,,looking  on google map looking for ufos in the sealook from delaware up to rhode island on  google map  look off the cliff to the cracks in the wall zoom in on the sea wall  at 10mi  20km  u will  see makeings  on the  floor    and  on the cliff,
20100107,20100107," Mansfield, MA", light,3 min,"Bright lights aligned with Castor and PolluxI was driving west on 495 when I noticed two bright lights that were to the right of the stars Castor and Pollux.  They were completely still and did not appear to be aircraft landing lights.  As I was exiting the highway, I saw both lights quickly fade out one after the other.",
20100107,20100107," Rockwell, NC", cigar,40 seconds,"Brilliant silver/white silent object flew into sight, slowed, paused then faded from sight.Silent, brilliant silver/white cigar~shaped object came from over the roof and seemed to slow down and pause before fading out.  NO stobes.  NO port or starboard lights.  Did NOT twinkle, flash or change colors or shape.  Was aproximately 1/3 the size of a rising or setting Venus.  Though much different in color.  Searingly brilliant silver/white. A plane at cruising altitude passed over it.  All that showed of the plane was the red flashing light. There were wispy clouds in the late afternoon but stars were clearly visible around the object at the time of sighting.",
20100107,20100107," Olympia, WA", rectangle,4-5 seconds,"This is to correct a prior report I made on or about Jan 2/2010. I apologize for being so far off in my estimation of the length of time I observed the craft in Feb. &apos;09.  Subsequent to my report, (Jan &apos;10), I stopped at the same intersection at approximately the same time in the morning.  The length of time I could possibly have been able to see the aircraft was between 3-5 seconds rather than several minutes.The craft did enter from the right.  However, due to the proximity of the intersection to the overpass and the heighth of the trees at the freeway level I could not have seen it until it was only slightly right of my position.  It did not make any sound that I could detect.((NUFORC Note:  Witness indicates that date is approximate.  PD))",
20100107,20100107," West Haven (viewed from), CT", fireball,3-4 secs,"bright green comet or unidentified object that appeared to crash into the EarthTonight, I was looking out of my window to the Northwest and I saw what first appeared to be a plane crashing.The object was traveling from West to East and was North of West Haven.  As I continued to watch the object, it seemed as though it was going way too fast to be a plane crashing.  My second thought was that it was a comet or shooting star.  It had a tail similar a shooting star.  But  I have never seen a shooting star as close to the Earth or appear to crash in the distance like this did.As the object approached the horizon, The light went from a bright white to a much brighter green flying behind hills in the distance.  It appeared to have crashed several miles in the distance.  I would say that the size was much bigger than the largest star in the sky and the trail was about as wide as the moon.",
20100107,20100107," San Diego, CA", light,20 minutes,"Unusual silent, orange glowing light stopping changing direction and discharging sudstance.At close to 1:00 am on jan.6 2010 I saw a bright glowing orange light to the west as I pulled up to my house near mission bay in sandiego, CA.  It was traveling south south east through and past orion not in a straight line.It wasn&apos;t a point of light, more of a large glow making no sound.It stopped, stayed stationary for a moment and started moving north.At this point I sprinted inside and awoke a family member.We rushed outside and It was still there moving north.It sudenly discharged a glowing orange substance with a trail of sparks toward the ground.It did this three times changed brightness and vanished.It definetely wasn&apos;t a helicopter or airplane.",
20100107,20100107," Ste-Brigitte-de-laval (Canada), QC", fireball,5-6 seconds,"Like a shooting star lightening brightly around us, going fast north-south, but close to earth, silentlyIn the sky, like a shooting star, white-green-fluorescent color, silent, we saw going from the nord to the south, it took 5-6 seconds to disapeer from our sight inthe south (the forest blocking our view) I tought it was a shooting star but too close to earth, and it lighted the sky and around us, and throug the forest at our left in front of the house, we were in the street. Our place is very wooded, with mountains, good view of the sky and stars at night. Was it a meteorite? Have no idea... Can a meteorite lighten around us like that?",
20100107,20100107," West Boylston, MA", light,approx. 1 sec.,"Bright Florissant-green, circular light arching downward with a trail of the same color, and dissappeared over West Boylston, MA.My daughter and I were traveling south on Route 12 in West Boylston, MA. @ 7:34pm.  We were going by Meolla&rsquo;s Ice Cream stand and about a &frac14; of a mile from a near by Wal-Mart when we saw a round, Florissant-green light arch downward with a trail of the same color light.  It was only visible for a second, but we both saw it at the same time.  Because we were in traffic we were unable to stop to ask if others saw it.  We were unable to come up with any explanations as to what it could be.  Though it just disappeared so fast, we looked for anything that would provide information or an explanation all the way in route to our home.  When passing the Wachusette Reservoir area we were even looking for signs of what we witnessed, but saw nothing.  However, there was an increase of air traffic, including a helicopter as we approached the town of Clinton, MA. on route 110 heading west.  This also seemed to be the direction of how the seen object arched.The event happened so rapidly that there was no time to take a photograph with a cell phone.  We will be watching the late news on TV tonight in an effort to find out if there were any reports regarding this sighting.",
20100108,20100108," Fort Worth, TX", chevron,20 minutes,"Colorful and bright huge objects in sky.At first I only noticed one object with very colorful and bright lights (red, green, blue, orange) shimmering rapidly from the object about 20 miles away in the sky from where I was looking, which was Southwest bound from Bedford, TX to Fort Worth.Then I saw another identical one  appear and slowly hover away.  No news reports as of yet to see what these things were.  I want to know!((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100108,20100108," Southampton, NY", formation,30 sec,"7 dim lights triangular formation 30 sec easterly direction off long island ny7 dim lights moving east at about 2 o&apos;clock. the formation was triangular but didn&apos;t   appear rigid. the lead light was the brightest,like that of an average star. the rest were very dim. following in the same flight pattern ,about 4 seconds behind  was the lights of an air plane. both moving at the same speed.",
20100108,20100108," Windham, NH", light,2 seconds,Bright white flash on the southwestern horizonI was travelling on I-93 southbound in southern NH (in Windham near exit 3)  when I saw a bright white flash pulsate about 3-4 times for about 3 seconds off to the southwestern horizon.  It was a clear night with no clouds as stars were visible above my head.  I ruled out lightning as no storms or clouds were in the area.  There were no follow up flashes to the event.,
20100108,20100108," Westbrook, CT", triangle,2-3 minutes,"Very large (747-ish), low flying, slow moving (30-50 mph), and absolutely silent triangular object w/3 lights.At approximately 11:45 pm on Thursday, January 7, 2010, a co-worker and myself went outside to warm up our vehicles due to the cold weather.  As we were starting the vehicles, we both caught sight of an object in the air approximately 1 mile away.  We both made reference as to how low the object was, maybe 1-2000 feet in the air.  The trajectory of the object was by no means in the direction of any nearby airports, and was flying in an extremely straight path.  These things in and of themselves are not entirely out of the ordinary.  However, the following statements were mind baffling.The speed of the aircraft was very slow.  Judging from our vantage point, the object appeared to be moving somewhere in the range of 30-50 mph.  To say that the object was &ldquo;probably 2 miles up in the air so it appeared to move slower than it was&rdquo; does not apply here.  If that were the case, then my estimated size of the object would be about 1000 feet wide, as opposed to the large airliner-size that it appeared.  There were 3 lights on the object; one on each of the sides, and one near what would be considered the back.The final piece of information about the object was that it was completely silent.  On a clear, cold night in January, with little or no wind to affect the sound, almost any plane in the air is audible to some extent. Not this particular object.   Normally with an aircraft at 5 times its height a faint engine roar could still be heard; but totally silent.  We watched the object for a couple of minutes as it slowly made its way off into the distance.  It was not until I got home and started looking online did I realize that I very well might have seen a UFO.",
20100108,20100108," Antioch, CA", other,30 Minuets,"Objects in sky over Antioch California 12:03AM January 1,  2010Three minuets after midnight we went outside in our backyard to pop fireworks. I looked up and seen what appeared to be an Airplane flying overhead. I ignored it for a few seconds, then looked back and saw that it had seemed not to move. I noticed there were no blinking lights on it, and It also was orange in color. We often see airplanes overhead heading North and sometimes in the East. This was different much slower and no sound. I went and got my Video Camera and started filming. As I watched it, I walked toward the back of my yard and could see another one over the top of my house. Then I noticed they were moving very slowly because as I stood still I could see the change in height compared to the top of my roof. They seem to be five spheres or lights together in an arc. The middle light being the biggest, getting smaller toward each side. As I watched and filmed another appeared coming from the same southern location in the sky moving in a straight line! . I filmed one near the Moon as the other two rose in the sky. Then the one near the Moon disappeared fading out as I watched. Then I noticed as I watched each faded as I watched them get higher in the sky from over the top of my roof to above my head. But I started to realize by the time the fifth one appeared it had rose from the south but was disappearing more to the west and not directly overhead anymore. To me this meant it may have been moving outside of the earth&rsquo;s atmosphere, and the earth was moving below them. Each faded out to the naked eye as they past slowly overhead. But if I used my night vision on my video camera I could still see them as they faded away.This was seen by my wife and two children ages nine and ten.4-1/2 minutes of my video is posted on Youtube &ldquo;Objects in sky over Antioch 12:33AM Jan 1 2010&rdquo;.",
20100108,20100108," Clinton, NJ", cigar,3 weeks,"Traveling to PennylvaniaHello  I am trying to find some organization that can help me find answer .I am working in mental health hospital and it will be stupid of me look for some help in the wrong place.For the last 3 weeks  I&apos;ve been traveling  rout 78 from New Jersey to Pennsylvania, I noted 3 objects very high  altitude stick format always in angle position .Much larger then  any plane cause the altitude higher then  of the planes  flying on  this course.You can see it between four and five PM better because of the reflection of the sun what makes you positive that  it is not a plane.All you can see from panes on that altitude is small dots those objects are stick format in a more higher altitude.The objects are not together,  you can see one on the south,  one on the west and  other  north .I never saw it in lower altitude, it is always the same altitude and the triangle pattern position course.I saw other people pulled over other day and  looking  up but i was going to fast  to stop and have a conversation  to see what they are thinking; and i don&apos;t see any report on the news or papers so i don&rsquo;t want to start the noise.Please post what you can find.  Thanks...New Jersey to Pennsylvania January 08 2010.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100108,20100108," Ringgold, GA", rectangle,,i know it was not an airplane or military craft it had no soundsi just witnessed for my first time ever a rectangular shaped craft going at a slow steady speed no sound whatsoever flew over halfway tree top level with bright lights at back could have possibly been a black triangle craft but i&apos;m not sure with the bright lights at the back of it it was hard to see the craft..but i could plainly make out the main body of the craft which retangulur in shape with black sivler chrome fisnish.the craft had no bright lights in front only in back.i could never see the top of it.i do know for sure it was no airplane and was a military craft as it made no sound while it was flying over head.  this occured approximately between 8:50p.m.-9:00p.m. eastern.the object flew at a slow steady speed over my house then flew over and in the far distance just disapeared..there is an aiport near not far from my house but the craft did not land or go towards the airport as it got far from the airport it then disapeared. never saw it again that night.it very could have possibly the black triangle aircraft but the back of it was hard to see because of the bright brillant lights.this is my first sighting ever.seeing is believing.,
20100108,20100108," Jarna (Sweden),", light,5-10 minutes approx,"Two lights moving slowly soundlessly towards and overI am englishman living in sweden for 7 years now.  I live in a semi rural, wooded, small town 40 miles to the south west of stockholm, Sweden.  I was out cross country skiing alone in the wooded countryside around the town in the proximity of nearby houses and a golf course.  It was pitch black but a very clear night.  Stars were clearly visible.On coming out of the woods to the open golf course a light in the sky caught my eye approximately 300/4000 metres in front of me.  It immediately struck me as unusual and I stopped skiing wondering what it could be.  The light was well above tree level but did not appear exceedlingly high in the sky.  It was about the size of a very large light bulb (although it may have been larger had it in fact been higher in the sky-it was this which that was difficult to determine-height and size).  Colour-orange with a green haze around it.  It made no perceptable sound what so ever.  It moved slowly overhead above me and proceeded on in the opposite ditection.  The whole time the speed seemed absolutely constant, i.e. slow.  I watched the light move over me and off in the other direction.  On looking back to where I had first seen the light an identical light proceeded in an identical fashion on the same trajectory, overhead above me and off.  I wathced the two lights which appeared ! to climb into the sky until they were no longer visible.  From first seeing the lights until they disappeared must have taken about 5-10 minutes as I noticed I was becoming cold from just standing as oppossed to skiing.",
20100108,20100108," Port Saint Lucie, FL", fireball,2 -3 minutes,"Red ball surrounded by fire surrounded by a blue green circle over Port Saint Lucie FloridaAt the said time a fireball was observed by this reporter in the north horizon.  The fireball got brighter as it traveled up into the sky.  The object was a deep red in the middle surrounded by an orange and yellow glow of fire.  The outside of the fire was surrounded by a blue green irridecent circle.  This object traveled silently overhead from north to south until the fire went out and just the red ball continued.  This was observed by the reporter a retired NYPD Sergeant, another retired NYPD Sergeant and their children.",
20100108,20100108," Boulder, CO", triangle,40 seconds,"A trangular craft with several, large, bright lights flew low and quick over the neighborhoodMy boyfriend was on his computer with no lights on in the room at the time.  The west facing window is directly behind his desk.  He saw bright lights and the motion sensitive outdoor lights in our neighborhood went on simultaniously. He opened the blinds and began to yell for me,  &quot;..Come look! Hurry!&quot;  I was too late to see it from the front (west) side of the house, so we went across to the east facing back door and we both observed the object travelling extremely low and quickly towards the southeast.It appeared triangular in shape with several large lights.  It seemed to be comparative huge to normal aircraft.  It was definitely not a helicopter, by the size, shape, and lack of sound.  He said he heard some sound from the object, but I did not.  If it were a helicopter it would have been very loud.  They vibrate the house.  We do not live in a flight path and do not usually see planes.  Aircraft from the Boulder Airport does not seem to take off or land over where our house is located.  The airport is north of our location. We just don&rsquo;t see aircraft and neither of us have ever observed anything like it.  It happened too quickly to grab the camera phone.  We are scientists by nature, so we are just curious if anyone else reported the craft and if there is a valid explanation.",
20100108,20100108," Cherry Grove, SC", triangle,3-4 mins,"TRI SHAPED CRAFT WITH THREE LIGHTS AND NO SOUNDStanding outside on the golf course of Tidewater near the 18th green looking straight up in the clear night sky. I was looking at the stars as I always do with Binoc&apos;s. I notice a triangle shaped craft with three large lights kinda orange in color. It was heading towards the ocean. It was flying that fast but faster than a normal jet. I see those all the times with their light flashing as the head towards the airport but this thing didn&apos;t flash at all.It head in one direction and I tried to watch as long as I could. This thing was huge,bigger than anything I have ever seen. I see sattelites all the time but this was not in orbit it was flying and with no sound. In the clear night sky you could make out the shape and the lights on this craft. I will keep watching.",
20100109,20100109," Buffalo, NY", light,2 seconds,"Fast moving light curves in skyOutside of a theater, 2 observers witnessed what appeared to be a &quot;shooting star&quot; streak across the Eastern part of the sky, headed in the northeast direction.  It was seen in peripheral vision at first, and upon looking up, a solitary white/yellow orb of light quickly raced across the sky, curved right, then left, then right again, in an &quot;S&quot; form, before disappearing.  The local airport was nearby, but the object was moving much too quickly to be any kind of commercial aircraft (and had been moving away from the airfield).  If it had been military or an otherwise highly-technical aircraft, there was no sonicboom, nor could an aircraft turn so sharply.  One of the observers was a former US Air Force personnel.",
20100109,20100109," Freedom (Watsonville), CA", triangle,20,"1/9/19 DURATION 20:00 FREEDOM CA  IT WAS A TRIANGLE BUT FIRST IT WAS ONE LIGHTI WAS RIDING IN THE CAR WITH A FRIEND AND I FIRST SAW 1 LIGHT THEN I SAW A 2 LIGHT UNDER THE 1 LIGHT YHEN THE 3 LIGHT ON TOP OF THE MIDILE LIGHT THE IT TURN IN TO A TRIANGLE . MOMENTS LATER AN AIR PLAIN WAS FLYING AROUND   BUT IT DID NOT LOOK THE SAME WAY. BECAUSE THE UFO DID NOT HAVE A WINGS LIKE THE PLAIN,I THINK THE PLAIN WAS A COVER UP SOM PEOPLE COULD THINK THEY SAW A PLAIN NOT A UFO((NUFORC Note:  Date is flawed.  Possible hoax.  PD))((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100109,20100109," Boston, Lincolnshire (UK/England),", light,3 minutes,"Simply noticed a green circular light 2,000 ft in the sky stationary over some houses a quarter of a mile away.  Simply looked like a bubble of green light.  After 3 minutes the green light stopped, revealing a small dark rectangular object.  Doubt it was a helicopter as it seemed too small.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",
20100109,20100109," Paducah, KY", unknown,45 minutes,"I went outside for nightly smoke break and to gaze at the night sky.  I noticed something that seemed like an out of place star only to realize that it was not.  Did not look round even though it was spinning in place.  Lights were flashing in a straight line gold-red-blue colors which made it look rectangular shaped, but it wasn&apos;t.  It was a crystal clear night sky and the object could be clearly seen.  I got my relatives to come out and bear witness that they saw what I saw.  I observed the object for at least 45 minutes and it was still hovering over my house when I went in.  The object appeared to be closer than it was far off in the sky.  I know that this was not a satellite because I&apos;ve never seen one this close.  I truly believe that we witnessed an unidentified flying object, which is why I feel compelled to submit this report.  I gave as much detail as I could.  I&apos;m still bewildered...((NUFORC Note:  Possible sighting of Sirius?  PD))",
20100109,20100109," London (Canada), ON", disk,10-20 mins,very close encounter with what i truley cant imagine The ufo that I saw and experienced was a disk/saucer shape that at first appeared to be a ball of radiant blue/white light.  That then turned into a saucer shaped object hovering in the sky it moved back and forth from north to south emitting a very high pitched sound as it got closer and closer.  It was metallic silver in colour with blue and white flashing lights it shined a very bright energy field and light beam at me.  From there I have little to no recollection of what happened with 3 hours of time missing and a few short flashbacks. I awoke with various lacerations bruises and markings all over my body my nose was bleeding and I was sicker to my stomach then I ever have been and I feel/know that have had a very close encounter only with who and what is beyond my wildest imagination and I would really like some answers.,
